File ID,Order ID,Supplier,Plant,Part No,Due Date,Order Qty,Pakage No,Pakage Qty,Route&Qty,Uploaded By,Uploaded Date
AD20092407,20200601A004,AUN,Metal,2621970,01/06/2020,150,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A005,AUN,Metal,2622069,01/06/2020,150,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A007,AUN,Metal,2621906,01/06/2020,150,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A008,AUN,Metal,2621913,01/06/2020,150,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A009,AUN,Metal,1950493,01/06/2020,450,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A010,AUN,Metal,2622035,01/06/2020,100,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A011,AUN,Metal,2622036,01/06/2020,100,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A012,AUN,Metal,1799703,01/06/2020,2160,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A013,AUN,Metal,2621911,01/06/2020,150,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A014,AUN,Metal,2481888,01/06/2020,90,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A015,AUN,Metal,2481889,01/06/2020,90,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A016,AUN,Metal,2622074,01/06/2020,135,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A017,AUN,Metal,3358049,01/06/2020,350,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A018,AUN,Metal,1950436,01/06/2020,600,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A019,AUN,Metal,1799719,01/06/2020,600,,,Aun-metal-1,Batman,09/10/2020
AD20092407,20200601A020,AUN,JIT-Rayong,2004708,01/06/2020,2880,,,,Batman,09/10/2020
AD20092407,20200601A021,SPV,JIT-Rayong,1799773,01/06/2020,300,,,SPV-JIT-Rayong-1,Batman,09/10/2020
AD20092407,20200601A022,SPV,JIT-Rayong,1799778,01/06/2020,300,,,SPV-JIT-Rayong-1,Batman,09/10/2020
AD20092407,20200601A023,SPV,JIT-Rayong,1863842,01/06/2020,90,,,SPV-JIT-Rayong-1,Batman,09/10/2020
AD20092407,20200601A024,SPV,JIT-Rayong,1950523,01/06/2020,60,,,SPV-JIT-Rayong-1,Batman,09/10/2020
AD20092407,20200601A025,SPV,JIT-Rayong,1950523-ZHE,01/06/2020,120,,,SPV-JIT-Rayong-1,Batman,09/10/2020
AD20092407,20200601A027,SPV,JIT-Rayong,1950525-ZHE,01/06/2020,120,,,SPV-JIT-Rayong-1,Batman,09/10/2020
AD20092407,20200601A028,SPV,JIT-Rayong,2360107,01/06/2020,50,,,SPV-JIT-Rayong-1,Batman,09/10/2020
AD20092407,20200601A029,SPV,JIT-Rayong,1797528-ZHE,01/06/2020,150,,,SPV-JIT-Rayong-1,Batman,09/10/2020
AD20092407,20200601A030,SPV,JIT-Rayong,1797527-ZHE,01/06/2020,150,,,SPV-JIT-Rayong-1,Batman,09/10/2020
AD20092407,20200601A031,SPV,JIT-Rayong,2238469-ZHE,01/06/2020,80,,,SPV-JIT-Rayong-1,Batman,09/10/2020
AD20092407,20200601A032,SPV,JIT-Rayong,2238464-ZHE,01/06/2020,80,,,SPV-JIT-Rayong-1,Batman,09/10/2020
AD20092407,20200601A033,XCL,Metal,1799802,01/06/2020,2000,,,,Batman,09/10/2020
AD20092407,20200601A034,XCL,Metal,1799812,01/06/2020,600,,,,Batman,09/10/2020
AD20092407,20200601A035,XCL,Metal,1950483,01/06/2020,560,,,,Batman,09/10/2020
AD20092407,20200601A036,XCL,Metal,1950492,01/06/2020,560,,,,Batman,09/10/2020
AD20092407,20200601A037,XCL,Metal,1956472,01/06/2020,1600,,,,Batman,09/10/2020
AD20092407,20200601A038,XCL,Metal,2004583,01/06/2020,1200,,,,Batman,09/10/2020
AD20092407,20200601A039,XCL,Metal,1799692,01/06/2020,2700,,,,Batman,09/10/2020
AD20092407,20200601A040,XCL,Metal,1799693,01/06/2020,500,,,,Batman,09/10/2020
AD20092407,20200601A041,XCL,Metal,1799705,01/06/2020,260,,,,Batman,09/10/2020
AD20092407,20200601A042,XCL,Metal,1799706,01/06/2020,260,,,,Batman,09/10/2020
AD20092407,20200601A043,XCL,Metal,1863656,01/06/2020,1080,,,,Batman,09/10/2020
AD20092407,20200601A044,XCL,Metal,1950279,01/06/2020,400,,,,Batman,09/10/2020
AD20092407,20200601A045,XCL,Metal,1950280,01/06/2020,400,,,,Batman,09/10/2020
AD20092407,20200601A046,XCL,Metal,2254222,01/06/2020,480,,,,Batman,09/10/2020
AD20092407,20200601A047,XCL,Metal,1799720,01/06/2020,600,,,,Batman,09/10/2020
AD20092407,20200601A048,XCL,Metal,1799721,01/06/2020,600,,,,Batman,09/10/2020
AD20092407,20200601A049,XCL,Metal,2787118,01/06/2020,60,,,,Batman,09/10/2020
AD20092407,20200601A050,XCL,Metal,2787117,01/06/2020,60,,,,Batman,09/10/2020
AD20092407,20200601A051,XCL,Metal,2697699,01/06/2020,200,,,,Batman,09/10/2020
AD20092407,20200601A052,XCL,Metal,AG141379-C-TH,01/06/2020,200,,,,Batman,09/10/2020
AD20092407,20200601A053,XCL,Metal,AG141380-C-TH,01/06/2020,200,,,,Batman,09/10/2020
AD20092407,20200601A054,XCL,Metal,AG141386-B-TH,01/06/2020,80,,,,Batman,09/10/2020
AD20092407,20200601A055,XCL,Metal,AG141387-B-TH,01/06/2020,90,,,,Batman,09/10/2020
AD20092407,20200601A056,XCL,Metal,AG141388-B-TH,01/06/2020,120,,,,Batman,09/10/2020
AD20092407,20200601A057,XCL,Metal,AG141389-B-TH,01/06/2020,120,,,,Batman,09/10/2020
AD20092407,20200601A058,XCL,Metal,AG150200-C-TH,01/06/2020,150,,,,Batman,09/10/2020
AD20092407,20200601A059,XCL,Metal,AG150201-C-TH,01/06/2020,150,,,,Batman,09/10/2020
AD20092407,20200601A060,XCL,Metal,AG150302-A-TH,01/06/2020,200,,,,Batman,09/10/2020
AD20092407,20200601A061,XCL,Metal,EB3A-96605A38-A-TH,01/06/2020,100,,,,Batman,09/10/2020
AD20092407,20200601A062,XCL,Metal,EB3A-96605A39-A-TH,01/06/2020,100,,,,Batman,09/10/2020
AD20092407,20200601A063,XCL,Metal,EB3A-96606B08-A-TH,01/06/2020,190,,,,Batman,09/10/2020
AD20092407,20200601A064,XCL,Metal,EB3A-96613D79-A-TH,01/06/2020,100,,,,Batman,09/10/2020
AD20092407,20200601A065,XCL,Metal,EB3A-96624A35-B-TH,01/06/2020,200,,,,Batman,09/10/2020
AD20092407,20200601A066,XCL,Metal,EB3A-96600E76-A-TH,01/06/2020,200,,,,Batman,09/10/2020
AD20092407,20200601A067,XCL,JIT-Rayong,AG150200-C,01/06/2020,750,,,,Batman,09/10/2020
AD20092407,20200601A068,XCL,JIT-Rayong,AG150201-C,01/06/2020,100,,,,Batman,09/10/2020
AD20092407,20200601A069,XCL,JIT-Rayong,AG151344-B,01/06/2020,150,,,,Batman,09/10/2020
