False;True;AD20103001;20200604A004;AUN;Metal;2621970;MAIN PIPE RH R/C;2020-06-04 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.360855+00:00
False;True;AD20103001;20200605A004;AUN;Metal;2621970;MAIN PIPE RH R/C;2020-06-05 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.377871+00:00
False;True;AD20103001;20200608A004;AUN;Metal;2621970;MAIN PIPE RH R/C;2020-06-08 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.396860+00:00
False;True;AD20103001;20200609A004;AUN;Metal;2621970;MAIN PIPE RH R/C;2020-06-09 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.413859+00:00
False;True;AD20103001;20200611A004;AUN;Metal;2621970;MAIN PIPE RH R/C;2020-06-11 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.431862+00:00
False;True;AD20103001;20200615A003;AUN;Metal;2621970;MAIN PIPE RH R/C;2020-06-15 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.447864+00:00
False;True;AD20103001;20200617A003;AUN;Metal;2621970;MAIN PIPE RH R/C;2020-06-17 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.460863+00:00
False;True;AD20103001;20200619A004;AUN;Metal;2621970;MAIN PIPE RH R/C;2020-06-19 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.478863+00:00
False;True;AD20103001;20200601A004;AUN;Metal;2622069;RR MEMB PIPE LH R/C;2020-06-01 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.495865+00:00
False;True;AD20103001;20200602A002;AUN;Metal;2622069;RR MEMB PIPE LH R/C;2020-06-02 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.512868+00:00
False;True;AD20103001;20200608A005;AUN;Metal;2622069;RR MEMB PIPE LH R/C;2020-06-08 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.528867+00:00
False;True;AD20103001;20200609A005;AUN;Metal;2622069;RR MEMB PIPE LH R/C;2020-06-09 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.547885+00:00
False;True;AD20103001;20200610A002;AUN;Metal;2622069;RR MEMB PIPE LH R/C;2020-06-10 00:00:00+00:00;75;;;Aun-metal;1;Batman;2020-10-30 08:54:38.562884+00:00
False;True;AD20103001;20200611A005;AUN;Metal;2622069;RR MEMB PIPE LH R/C;2020-06-11 00:00:00+00:00;75;;;Aun-metal;1;Batman;2020-10-30 08:54:38.577888+00:00
False;True;AD20103001;20200615A004;AUN;Metal;2622069;RR MEMB PIPE LH R/C;2020-06-15 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.594886+00:00
False;True;AD20103001;20200617A004;AUN;Metal;2622069;RR MEMB PIPE LH R/C;2020-06-17 00:00:00+00:00;75;;;Aun-metal;1;Batman;2020-10-30 08:54:38.610891+00:00
False;True;AD20103001;20200618A002;AUN;Metal;2622069;RR MEMB PIPE LH R/C;2020-06-18 00:00:00+00:00;75;;;Aun-metal;1;Batman;2020-10-30 08:54:38.628889+00:00
False;True;AD20103001;20200619A005;AUN;Metal;2622069;RR MEMB PIPE LH R/C;2020-06-19 00:00:00+00:00;75;;;Aun-metal;1;Batman;2020-10-30 08:54:38.645889+00:00
False;True;AD20103001;20200601A006;AUN;Metal;2621906;MAIN PIPE LH RR BACK;2020-06-01 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.819904+00:00
False;True;AD20103001;20200602A004;AUN;Metal;2621906;MAIN PIPE LH RR BACK;2020-06-02 00:00:00+00:00;100;;;Aun-metal;1;Batman;2020-10-30 08:54:38.824905+00:00
False;True;AD20103001;20200608A007;AUN;Metal;2621906;MAIN PIPE LH RR BACK;2020-06-08 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.828893+00:00
False;True;AD20103001;20200609A007;AUN;Metal;2621906;MAIN PIPE LH RR BACK;2020-06-09 00:00:00+00:00;100;;;Aun-metal;1;Batman;2020-10-30 08:54:38.846894+00:00
False;True;AD20103001;20200610A004;AUN;Metal;2621906;MAIN PIPE LH RR BACK;2020-06-10 00:00:00+00:00;100;;;Aun-metal;1;Batman;2020-10-30 08:54:38.860895+00:00
False;True;AD20103001;20200615A006;AUN;Metal;2621906;MAIN PIPE LH RR BACK;2020-06-15 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.878908+00:00
False;True;AD20103001;20200616A002;AUN;Metal;2621906;MAIN PIPE LH RR BACK;2020-06-16 00:00:00+00:00;50;;;Aun-metal;1;Batman;2020-10-30 08:54:38.894896+00:00
False;True;AD20103001;20200617A006;AUN;Metal;2621906;MAIN PIPE LH RR BACK;2020-06-17 00:00:00+00:00;50;;;Aun-metal;1;Batman;2020-10-30 08:54:38.910913+00:00
False;True;AD20103001;20200618A004;AUN;Metal;2621906;MAIN PIPE LH RR BACK;2020-06-18 00:00:00+00:00;100;;;Aun-metal;1;Batman;2020-10-30 08:54:38.928915+00:00
False;True;AD20103001;20200619A007;AUN;Metal;2621906;MAIN PIPE LH RR BACK;2020-06-19 00:00:00+00:00;50;;;Aun-metal;1;Batman;2020-10-30 08:54:38.945915+00:00
False;True;AD20103001;20200601A007;AUN;Metal;2621913;CTR PIPE LH RR BACK;2020-06-01 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:38.962913+00:00
False;True;AD20103001;20200602A005;AUN;Metal;2621913;CTR PIPE LH RR BACK;2020-06-02 00:00:00+00:00;100;;;Aun-metal;1;Batman;2020-10-30 08:54:38.992580+00:00
False;True;AD20103001;20200608A008;AUN;Metal;2621913;CTR PIPE LH RR BACK;2020-06-08 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:39.012044+00:00
False;True;AD20103001;20200609A008;AUN;Metal;2621913;CTR PIPE LH RR BACK;2020-06-09 00:00:00+00:00;100;;;Aun-metal;1;Batman;2020-10-30 08:54:39.027818+00:00
False;True;AD20103001;20200610A005;AUN;Metal;2621913;CTR PIPE LH RR BACK;2020-06-10 00:00:00+00:00;100;;;Aun-metal;1;Batman;2020-10-30 08:54:39.042820+00:00
False;True;AD20103001;20200615A007;AUN;Metal;2621913;CTR PIPE LH RR BACK;2020-06-15 00:00:00+00:00;150;;;Aun-metal;1;Batman;2020-10-30 08:54:39.058925+00:00
False;True;AD20103001;20200616A003;AUN;Metal;2621913;CTR PIPE LH RR BACK;2020-06-16 00:00:00+00:00;50;;;Aun-metal;1;Batman;2020-10-30 08:54:39.078037+00:00
False;True;AD20103001;20200617A007;AUN;Metal;2621913;CTR PIPE LH RR BACK;2020-06-17 00:00:00+00:00;50;;;Aun-metal;1;Batman;2020-10-30 08:54:39.094905+00:00
False;True;AD20103001;20200618A005;AUN;Metal;2621913;CTR PIPE LH RR BACK;2020-06-18 00:00:00+00:00;100;;;Aun-metal;1;Batman;2020-10-30 08:54:39.113906+00:00
