File ID,Order ID,Supplier,Plant,Part No,Due Date,Order Qty,Pakage No,Pakage Qty,Route&Qty,Uploaded By,Uploaded Date
AD20103001,20200608A007,AUN,Metal,MAIN PIPE LH RR BACK,08/06/2020,150,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200609A007,AUN,Metal,MAIN PIPE LH RR BACK,09/06/2020,100,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200610A004,AUN,Metal,MAIN PIPE LH RR BACK,10/06/2020,100,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200615A006,AUN,Metal,MAIN PIPE LH RR BACK,15/06/2020,150,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200616A002,AUN,Metal,MAIN PIPE LH RR BACK,16/06/2020,50,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200617A006,AUN,Metal,MAIN PIPE LH RR BACK,17/06/2020,50,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200618A004,AUN,Metal,MAIN PIPE LH RR BACK,18/06/2020,100,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200619A007,AUN,Metal,MAIN PIPE LH RR BACK,19/06/2020,50,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200601A007,AUN,Metal,CTR PIPE LH RR BACK,01/06/2020,150,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200602A005,AUN,Metal,CTR PIPE LH RR BACK,02/06/2020,100,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200608A008,AUN,Metal,CTR PIPE LH RR BACK,08/06/2020,150,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200609A008,AUN,Metal,CTR PIPE LH RR BACK,09/06/2020,100,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200610A005,AUN,Metal,CTR PIPE LH RR BACK,10/06/2020,100,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200602A004,AUN,Metal,MAIN PIPE LH RR BACK,02/06/2020,100,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200602A006,AUN,Metal,TUBE LWR RR SEAT BACK,02/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200604A005,AUN,Metal,TUBE LWR RR SEAT BACK,04/06/2020,150,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200605A005,AUN,Metal,TUBE LWR RR SEAT BACK,05/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200608A009,AUN,Metal,TUBE LWR RR SEAT BACK,08/06/2020,250,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200609A009,AUN,Metal,TUBE LWR RR SEAT BACK,09/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200610A006,AUN,Metal,TUBE LWR RR SEAT BACK,10/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200611A007,AUN,Metal,TUBE LWR RR SEAT BACK,11/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200615A008,AUN,Metal,TUBE LWR RR SEAT BACK,15/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200616A004,AUN,Metal,TUBE LWR RR SEAT BACK,16/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200617A008,AUN,Metal,TUBE LWR RR SEAT BACK,17/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200618A006,AUN,Metal,TUBE LWR RR SEAT BACK,18/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200619A009,AUN,Metal,TUBE LWR RR SEAT BACK,19/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200602A007,AUN,Metal,VERTICAL PIPE A/R 1,02/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200604A006,AUN,Metal,VERTICAL PIPE A/R 1,04/06/2020,150,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200605A006,AUN,Metal,VERTICAL PIPE A/R 1,05/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200608A010,AUN,Metal,VERTICAL PIPE A/R 1,08/06/2020,250,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200609A010,AUN,Metal,VERTICAL PIPE A/R 1,09/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200610A007,AUN,Metal,VERTICAL PIPE A/R 1,10/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200611A008,AUN,Metal,VERTICAL PIPE A/R 1,11/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200612A003,AUN,Metal,VERTICAL PIPE A/R 1,12/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200615A009,AUN,Metal,VERTICAL PIPE A/R 1,15/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200616A005,AUN,Metal,VERTICAL PIPE A/R 1,16/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200617A009,AUN,Metal,VERTICAL PIPE A/R 1,17/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200618A007,AUN,Metal,VERTICAL PIPE A/R 1,18/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200619A010,AUN,Metal,VERTICAL PIPE A/R 1,19/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200602A008,AUN,Metal,VERTICAL PIPE A/R 2,02/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200604A007,AUN,Metal,VERTICAL PIPE A/R 2,04/06/2020,150,,,Aun-metal-1,Batman,09/11/2020
AD20103001,20200605A007,AUN,Metal,VERTICAL PIPE A/R 2,05/06/2020,200,,,Aun-metal-1,Batman,09/11/2020
