1,2480322,AD20102912,20200601A001,01/06/2020,10,"{""add"": ""10"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200602A001,02/06/2020,10,"{""add"": ""10"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200603A001,03/06/2020,400,"{""add"": ""400"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200604A001,04/06/2020,1500,"{""add"": ""1500"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200605A001,05/06/2020,1,"{""add"": ""1"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200606A001,06/06/2020,111,"{""add"": ""111"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200608A001,08/06/2020,300,"{""add"": ""300"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200609A001,09/06/2020,300,"{""add"": ""300"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200611A001,11/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200612A001,12/06/2020,77,"{""add"": ""77"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200613A001,13/06/2020,78,"{""add"": ""78"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200615A001,15/06/2020,79,"{""add"": ""79"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
1,2480322,AD20102912,20200619A001,19/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,UPR CROSS TUBE,add
2,2527824,AD20102912,20200604A001,04/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,SUPPORT TUBE UPR,add
2,2527824,AD20102912,20200605A001,05/06/2020,1,"{""add"": ""1"", ""update"": [], ""delete"": []}",AUN,Metal,SUPPORT TUBE UPR,add
2,2527824,AD20102912,20200608A001,08/06/2020,300,"{""add"": ""300"", ""update"": [], ""delete"": []}",AUN,Metal,SUPPORT TUBE UPR,add
2,2527824,AD20102912,20200609A001,09/06/2020,300,"{""add"": ""300"", ""update"": [], ""delete"": []}",AUN,Metal,SUPPORT TUBE UPR,add
2,2527824,AD20102912,20200611A001,11/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,SUPPORT TUBE UPR,add
2,2527824,AD20102912,20200619A001,19/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,SUPPORT TUBE UPR,add
3,2621969,AD20102912,20200601A001,01/06/2020,200,"{""add"": ""200"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE RH R/C,add
3,2621969,AD20102912,20200604A001,04/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE RH R/C,add
3,2621969,AD20102912,20200605A001,05/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE RH R/C,add
3,2621969,AD20102912,20200608A001,08/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE RH R/C,add
3,2621969,AD20102912,20200609A001,09/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE RH R/C,add
3,2621969,AD20102912,20200611A001,11/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE RH R/C,add
3,2621969,AD20102912,20200615A001,15/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE RH R/C,add
3,2621969,AD20102912,20200617A001,17/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE RH R/C,add
3,2621969,AD20102912,20200619A001,19/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE RH R/C,add
4,2621970,AD20102912,20200601A001,01/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE RH R/C,add
4,2621970,AD20102912,20200604A001,04/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE RH R/C,add
4,2621970,AD20102912,20200605A001,05/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE RH R/C,add
4,2621970,AD20102912,20200608A001,08/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE RH R/C,add
4,2621970,AD20102912,20200609A001,09/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE RH R/C,add
4,2621970,AD20102912,20200611A001,11/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE RH R/C,add
4,2621970,AD20102912,20200615A001,15/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE RH R/C,add
4,2621970,AD20102912,20200617A001,17/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE RH R/C,add
4,2621970,AD20102912,20200619A001,19/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE RH R/C,add
5,2622069,AD20102912,20200601A001,01/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE LH R/C,add
5,2622069,AD20102912,20200602A001,02/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE LH R/C,add
5,2622069,AD20102912,20200608A001,08/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE LH R/C,add
5,2622069,AD20102912,20200609A001,09/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE LH R/C,add
5,2622069,AD20102912,20200610A001,10/06/2020,75,"{""add"": ""75"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE LH R/C,add
5,2622069,AD20102912,20200611A001,11/06/2020,75,"{""add"": ""75"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE LH R/C,add
5,2622069,AD20102912,20200615A001,15/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE LH R/C,add
5,2622069,AD20102912,20200617A001,17/06/2020,75,"{""add"": ""75"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE LH R/C,add
5,2622069,AD20102912,20200618A001,18/06/2020,75,"{""add"": ""75"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE LH R/C,add
5,2622069,AD20102912,20200619A001,19/06/2020,75,"{""add"": ""75"", ""update"": [], ""delete"": []}",AUN,Metal,RR MEMB PIPE LH R/C,add
6,2622075,AD20102912,20200601A001,01/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE LH R/C,add
6,2622075,AD20102912,20200602A001,02/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE LH R/C,add
6,2622075,AD20102912,20200608A001,08/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE LH R/C,add
6,2622075,AD20102912,20200609A001,09/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE LH R/C,add
6,2622075,AD20102912,20200610A001,10/06/2020,75,"{""add"": ""75"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE LH R/C,add
6,2622075,AD20102912,20200611A001,11/06/2020,75,"{""add"": ""75"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE LH R/C,add
6,2622075,AD20102912,20200615A001,15/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE LH R/C,add
6,2622075,AD20102912,20200617A001,17/06/2020,75,"{""add"": ""75"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE LH R/C,add
6,2622075,AD20102912,20200618A001,18/06/2020,75,"{""add"": ""75"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE LH R/C,add
6,2622075,AD20102912,20200619A001,19/06/2020,75,"{""add"": ""75"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE LH R/C,add
7,2621906,AD20102912,20200601A001,01/06/2020,150,"{""add"": ""150"", ""update"": [], ""delete"": []}",AUN,Metal,MAIN PIPE LH RR BACK,add
