Item No,Order ID,Part Number,Part Description,Supplier Name,Plant,Order Amount,Date
AD20103001,20200604A004,AUN,Metal,MAIN PIPE RH R/C,04/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.360855+00:00
AD20103001,20200605A004,AUN,Metal,MAIN PIPE RH R/C,05/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.377871+00:00
AD20103001,20200608A004,AUN,Metal,MAIN PIPE RH R/C,08/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.396860+00:00
AD20103001,20200609A004,AUN,Metal,MAIN PIPE RH R/C,09/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.413859+00:00
AD20103001,20200611A004,AUN,Metal,MAIN PIPE RH R/C,11/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.431862+00:00
AD20103001,20200615A003,AUN,Metal,MAIN PIPE RH R/C,15/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.447864+00:00
AD20103001,20200617A003,AUN,Metal,MAIN PIPE RH R/C,17/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.460863+00:00
AD20103001,20200619A004,AUN,Metal,MAIN PIPE RH R/C,19/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.478863+00:00
AD20103001,20200601A004,AUN,Metal,RR MEMB PIPE LH R/C,01/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.495865+00:00
AD20103001,20200602A002,AUN,Metal,RR MEMB PIPE LH R/C,02/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.512868+00:00
AD20103001,20200608A005,AUN,Metal,RR MEMB PIPE LH R/C,08/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.528867+00:00
AD20103001,20200609A005,AUN,Metal,RR MEMB PIPE LH R/C,09/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.547885+00:00
AD20103001,20200610A002,AUN,Metal,RR MEMB PIPE LH R/C,10/06/2020,75,,,Aun-metal-1,Batman,2020-10-30 08:54:38.562884+00:00
AD20103001,20200611A005,AUN,Metal,RR MEMB PIPE LH R/C,11/06/2020,75,,,Aun-metal-1,Batman,2020-10-30 08:54:38.577888+00:00
AD20103001,20200615A004,AUN,Metal,RR MEMB PIPE LH R/C,15/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.594886+00:00
AD20103001,20200617A004,AUN,Metal,RR MEMB PIPE LH R/C,17/06/2020,75,,,Aun-metal-1,Batman,2020-10-30 08:54:38.610891+00:00
AD20103001,20200618A002,AUN,Metal,RR MEMB PIPE LH R/C,18/06/2020,75,,,Aun-metal-1,Batman,2020-10-30 08:54:38.628889+00:00
AD20103001,20200619A005,AUN,Metal,RR MEMB PIPE LH R/C,19/06/2020,75,,,Aun-metal-1,Batman,2020-10-30 08:54:38.645889+00:00
AD20103001,20200601A006,AUN,Metal,MAIN PIPE LH RR BACK,01/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.819904+00:00
AD20103001,20200602A004,AUN,Metal,MAIN PIPE LH RR BACK,02/06/2020,100,,,Aun-metal-1,Batman,2020-10-30 08:54:38.824905+00:00
AD20103001,20200608A007,AUN,Metal,MAIN PIPE LH RR BACK,08/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.828893+00:00
AD20103001,20200609A007,AUN,Metal,MAIN PIPE LH RR BACK,09/06/2020,100,,,Aun-metal-1,Batman,2020-10-30 08:54:38.846894+00:00
AD20103001,20200610A004,AUN,Metal,MAIN PIPE LH RR BACK,10/06/2020,100,,,Aun-metal-1,Batman,2020-10-30 08:54:38.860895+00:00
AD20103001,20200615A006,AUN,Metal,MAIN PIPE LH RR BACK,15/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.878908+00:00
AD20103001,20200616A002,AUN,Metal,MAIN PIPE LH RR BACK,16/06/2020,50,,,Aun-metal-1,Batman,2020-10-30 08:54:38.894896+00:00
AD20103001,20200617A006,AUN,Metal,MAIN PIPE LH RR BACK,17/06/2020,50,,,Aun-metal-1,Batman,2020-10-30 08:54:38.910913+00:00
AD20103001,20200618A004,AUN,Metal,MAIN PIPE LH RR BACK,18/06/2020,100,,,Aun-metal-1,Batman,2020-10-30 08:54:38.928915+00:00
AD20103001,20200619A007,AUN,Metal,MAIN PIPE LH RR BACK,19/06/2020,50,,,Aun-metal-1,Batman,2020-10-30 08:54:38.945915+00:00
AD20103001,20200601A007,AUN,Metal,CTR PIPE LH RR BACK,01/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:38.962913+00:00
AD20103001,20200602A005,AUN,Metal,CTR PIPE LH RR BACK,02/06/2020,100,,,Aun-metal-1,Batman,2020-10-30 08:54:38.992580+00:00
AD20103001,20200608A008,AUN,Metal,CTR PIPE LH RR BACK,08/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:39.012044+00:00
AD20103001,20200609A008,AUN,Metal,CTR PIPE LH RR BACK,09/06/2020,100,,,Aun-metal-1,Batman,2020-10-30 08:54:39.027818+00:00
AD20103001,20200610A005,AUN,Metal,CTR PIPE LH RR BACK,10/06/2020,100,,,Aun-metal-1,Batman,2020-10-30 08:54:39.042820+00:00
AD20103001,20200615A007,AUN,Metal,CTR PIPE LH RR BACK,15/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:39.058925+00:00
AD20103001,20200616A003,AUN,Metal,CTR PIPE LH RR BACK,16/06/2020,50,,,Aun-metal-1,Batman,2020-10-30 08:54:39.078037+00:00
AD20103001,20200617A007,AUN,Metal,CTR PIPE LH RR BACK,17/06/2020,50,,,Aun-metal-1,Batman,2020-10-30 08:54:39.094905+00:00
AD20103001,20200618A005,AUN,Metal,CTR PIPE LH RR BACK,18/06/2020,100,,,Aun-metal-1,Batman,2020-10-30 08:54:39.113906+00:00
AD20103001,20200619A008,AUN,Metal,CTR PIPE LH RR BACK,19/06/2020,50,,,Aun-metal-1,Batman,2020-10-30 08:54:39.129804+00:00
AD20103001,20200602A006,AUN,Metal,TUBE LWR RR SEAT BACK,02/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.144808+00:00
AD20103001,20200604A005,AUN,Metal,TUBE LWR RR SEAT BACK,04/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:39.164816+00:00
AD20103001,20200605A005,AUN,Metal,TUBE LWR RR SEAT BACK,05/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.182808+00:00
AD20103001,20200608A009,AUN,Metal,TUBE LWR RR SEAT BACK,08/06/2020,250,,,Aun-metal-1,Batman,2020-10-30 08:54:39.187749+00:00
AD20103001,20200609A009,AUN,Metal,TUBE LWR RR SEAT BACK,09/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.193116+00:00
AD20103001,20200610A006,AUN,Metal,TUBE LWR RR SEAT BACK,10/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.211172+00:00
AD20103001,20200611A007,AUN,Metal,TUBE LWR RR SEAT BACK,11/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.229174+00:00
AD20103001,20200612A002,AUN,Metal,TUBE LWR RR SEAT BACK,12/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.246177+00:00
AD20103001,20200615A008,AUN,Metal,TUBE LWR RR SEAT BACK,15/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.262175+00:00
AD20103001,20200616A004,AUN,Metal,TUBE LWR RR SEAT BACK,16/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.278179+00:00
AD20103001,20200617A008,AUN,Metal,TUBE LWR RR SEAT BACK,17/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.294180+00:00
AD20103001,20200618A006,AUN,Metal,TUBE LWR RR SEAT BACK,18/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.311186+00:00
AD20103001,20200619A009,AUN,Metal,TUBE LWR RR SEAT BACK,19/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.329182+00:00
AD20103001,20200602A007,AUN,Metal,VERTICAL PIPE A/R 1,02/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.346182+00:00
AD20103001,20200604A006,AUN,Metal,VERTICAL PIPE A/R 1,04/06/2020,150,,,Aun-metal-1,Batman,2020-10-30 08:54:39.362188+00:00
AD20103001,20200605A006,AUN,Metal,VERTICAL PIPE A/R 1,05/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.379192+00:00
AD20103001,20200608A010,AUN,Metal,VERTICAL PIPE A/R 1,08/06/2020,250,,,Aun-metal-1,Batman,2020-10-30 08:54:39.394178+00:00
AD20103001,20200609A010,AUN,Metal,VERTICAL PIPE A/R 1,09/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.413191+00:00
AD20103001,20200610A007,AUN,Metal,VERTICAL PIPE A/R 1,10/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.430180+00:00
AD20103001,20200611A008,AUN,Metal,VERTICAL PIPE A/R 1,11/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.447186+00:00
AD20103001,20200612A003,AUN,Metal,VERTICAL PIPE A/R 1,12/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.451191+00:00
AD20103001,20200615A009,AUN,Metal,VERTICAL PIPE A/R 1,15/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.455796+00:00
AD20103001,20200616A005,AUN,Metal,VERTICAL PIPE A/R 1,16/06/2020,200,,,Aun-metal-1,Batman,2020-10-30 08:54:39.460796+00:00
